Data_Abertura;Hora_Abertura;Tipo;Motivo;Detalhe_Motivo;Status;Agrupamento;Nome;Porte;Grupo_Economico;UF;Municipio;Sigla
05/12/2022;16:26;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TIM S.A.;Grande;TIM;MG;UBERLÂNDIA;SCM
25/04/2023;12:56;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;CE;SOBRAL;SCM
17/04/2023;21:47;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;CLARO S.A.;Grande;Claro;AC;AC - INTERIOR;SCM
28/07/2022;16:36;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SP;GUARULHOS;SCM
16/01/2023;10:32;Reclamação;Instalação;Prazo de instalação excedido;Respondida;SCM;CLARO S.A.;Grande;Claro;SP;SANTOS;SCM
23/11/2022;20:47;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;MG;CONTAGEM;SCM
17/01/2023;13:02;Reclamação;-;Cancelamento não realizado;Respondida;SCM;TIM S.A.;Grande;TIM;SP;SOROCABA;SCM
05/09/2022;21:40;Reclamação;Contrato;Cancelamento não realizado;Pendente;SCM;TIM S.A.;Grande;TIM;RJ;RIO DE JANEIRO;SCM
19/03/2023;16:06;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;RJ;NOVA IGUAÇU;SCM
28/12/2022;11:15;Reclamação;Velocidade;Velocidade abaixo do contratado;Pendente;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SP;SOROCABA;SCM
17/04/2022;21:22;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;SP;SÃO PAULO;SCM
28/08/2023;13:47;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TIM S.A.;Grande;TIM;RJ;NOVA IGUAÇU;SCM
07/02/2022;19:50;Reclamação;Cobrança;Cobrança indevida;Pendente;SCM;OI S.A.;Grande;-;SE;SE - INTERIOR;SCM
19/11/2023;21:43;Reclamação;Cobrança;Cobrança indevida;Pendente;SCM;TIM S.A.;Grande;TIM;CE;FORTALEZA;SCM
30/11/2022;12:11;Reclamação;Instalação;Prazo de instalação excedido;Em análise;SCM;Oi S.A.;Grande;Oi;CE;CAUCAIA;SCM
12/11/2022;07:25;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TIM S.A.;Grande;TIM;GO;GOIÂNIA;SCM
25/07/2023;18:09;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;GO;ANÁPOLIS;SCM
26/08/2022;15:44;Reclamação;Falha;Falha/Interrupção do serviço;Pendente;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;AL;AL - INTERIOR;SCM
18/07/2023;09:22;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;CLARO S.A.;Grande;Claro;SP;SOROCABA;SCM
17/03/2023;18:14;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;AM;ITACOATIARA;SCM
03/08/2022;19:05;Reclamação;Velocidade;Velocidade abaixo do contratado;Em análise;SCM;CLARO S.A.;Grande;Claro;MG;JUIZ DE FORA;SCM
29/10/2023;14:05;Reclamação;Cobrança;Cobrança indevida;Em análise;SCM;CLARO S.A.;Grande;Claro;SP;CAMPINAS;SCM
03/07/2023;16:52;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;TIM S.A.;Grande;TIM;PB;PB - INTERIOR;SCM
26/07/2023;07:44;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;ES;VITÓRIA;SCM
21/08/2022;10:04;Reclamação;Velocidade;Velocidade abaixo do contratado;Pendente;SCM;TIM S.A.;Grande;TIM;SP;GUARULHOS;SCM
08/11/2022;09:15;Reclamação;Velocidade;Velocidade abaixo do contratado;Pendente;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SP;SÃO PAULO;SCM
14/10/2023;22:40;Reclamação;Velocidade;Velocidade abaixo do contratado;Pendente;SCM;CLARO S.A.;Grande;Claro;ES;VILA VELHA;SCM
30/11/2022;22:46;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;Claro S.A.;Grande;Claro;RS;PELOTAS;SCM
18/06/2022;07:48;Reclamação;Contrato;Cancelamento não realizado;Respondida;SCM;OI S.A.;Grande;Oi;RS;CAXIAS DO SUL;SCM
25/05/2022;10:13;Reclamação;Instalação;Prazo de instalação excedido;Respondida;SCM;CLARO S.A.;Grande;Claro;PE;RECIFE;SCM
19/08/2023;16:55;Reclamação;Velocidade;Velocidade abaixo do contratado;Pendente;SCM;CLARO S.A.;Grande;Claro;MG;JUIZ DE FORA;SCM
19/07/2023;13:52;Reclamação;Contrato;Cancelamento não realizado;Respondida;SCM;TIM S.A.;Grande;TIM;MG;CONTAGEM;SCM
19/02/2023;22:32;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TIM S.A.;Grande;TIM;PR;PONTA GROSSA;SCM
21/02/2023;09:56;Reclamação;Instalação;Prazo de instalação excedido;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;AM;MANAUS;SCM
17/12/2022;14:13;Reclamação;Velocidade;Velocidade abaixo do contratado;Pendente;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;ES;VITÓRIA;SCM
07/05/2023;15:15;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;SERCOMTEL S.A. - TELECOMUNICAÇÕES;Pequeno;Sercomtel;SP;GUARULHOS;SCM
19/06/2022;11:15;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;BA;FEIRA DE SANTANA;SCM
21/01/2022;08:35;Reclamação;Atendimento;Atendimento inadequado;Pendente;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;PA;ANANINDEUA;SCM
30/01/2023;07:14;Reclamação;Instalação;Prazo de instalação excedido;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SP;GUARULHOS;SCM
01/02/2023;19:10;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;CLARO S.A.;Grande;-;DF;TAGUATINGA;SCM
15/10/2023;18:01;Reclamação;Contrato;Cancelamento não realizado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SP;CAMPINAS;SCM
26/10/2023;10:12;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;OI S.A.;Grande;Oi;CE;FORTALEZA;SCM
09/05/2023;18:56;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;TO;TO - INTERIOR;SCM
21/04/2023;22:27;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.; ;Claro;PR;PONTA GROSSA;SCM
28/02/2023;11:04;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;CLARO S.A.;Grande;Claro;PR;MARINGÁ;SCM
18/07/2022;20:31;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;CE;JUAZEIRO DO NORTE;SCM
09/07/2023;09:51;Reclamação;Velocidade;Velocidade abaixo do contratado;Pendente;SCM;TIM S.A.;Grande;TIM;RS;PORTO ALEGRE;SCM
02/04/2023;19:13;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;RJ;RIO DE JANEIRO;SCM
27/08/2023;17:01;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;PE;RECIFE;SCM
30/09/2022;11:23;Reclamação;Falha;Falha/Interrupção do serviço;Em análise;SCM;CLARO S.A.;Grande;Claro;DF;TAGUATINGA;SCM
04/01/2023;20:09;Reclamação;Cobrança;Cobrança indevida;Pendente;SCM;TIM S.A.;Grande;TIM;BA;SALVADOR;SCM
01/09/2023;11:29;Reclamação;Falha;Falha/Interrupção do serviço;Pendente;SCM;TIM S.A.;Grande;TIM;PR;PONTA GROSSA;SCM
31/10/2023;11:49;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TIM S.A.;Grande;TIM;CE;CAUCAIA;SCM
29/07/2022;17:52;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SP;SANTOS;SCM
19/11/2023;22:45;Reclamação;Cobrança;-;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SP;SÃO PAULO;SCM
04/03/2022;17:01;Reclamação;Cobrança;Cobrança indevida;Pendente;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;SP;SOROCABA;SCM
22/10/2022;15:01;Reclamação;NÃO INFORMADO;Cobrança indevida;Respondida;SCM;Claro S/A;Grande;Claro;PE;OLINDA;SCM
20/09/2022;16:27;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;OI S.A.;Grande;Oi;RS;PELOTAS;SCM
22/07/2023;07:31;Reclamação;Velocidade;Velocidade abaixo do contratado;Pendente;SCM;CLARO S/A;Grande;Claro;RS;CAXIAS DO SUL;SCM
09/11/2023;21:51;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;CLARO S.A.;Grande;Claro;SP;SOROCABA;SCM
04/10/2023;12:49;Reclamação;Falha;Falha/Interrupção do serviço;Em análise;SCM;OI S.A.;Grande;Oi;PR;PONTA GROSSA;SCM
12/02/2023;22:34;Reclamação;Falha;Falha/Interrupção do serviço;Pendente;SCM;EMBRATEL S.A.;Grande;Claro;RJ;NITERÓI;SCM
22/09/2022;07:54;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;PB;PB - INTERIOR;SCM
20/12/2023;22:12;Reclamação;Contrato;Cancelamento não realizado;Respondida;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;BA;VITÓRIA DA CONQUISTA;SCM
31/05/2023;17:45;Reclamação;Atendimento;Atendimento inadequado;Pendente;SCM;TIM S.A.;Grande;TIM;RN;RN - INTERIOR;SCM
26/08/2023;19:12;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SP;SOROCABA;SCM
23/10/2023;11:57;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;OI S.A.;Grande;Oi;GO;GOIÂNIA;SCM
22/07/2023;22:30;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;TIM S.A.;Grande;TIM;RS;PORTO ALEGRE;SCM
01/11/2023;11:20;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;TIM S.A.;Grande;TIM;MG;JUIZ DE FORA;SCM
19/06/2022;20:32;Reclamação;Falha;Falha/Interrupção do serviço;Pendente;SCM;TIM S.A.;Grande;TIM;SP;SANTOS;SCM
05/09/2023;19:53;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TIM S.A.;Grande;TIM;MG;JUIZ DE FORA;SCM
17/06/2022;22:32;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;RJ;RIO DE JANEIRO;SCM
31/12/2023;13:42;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;MT;VÁRZEA GRANDE;SCM
29/01/2022;12:10;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;TIM S.A.;Grande;TIM;GO;APARECIDA DE GOIÂNIA;SCM
28/12/2022;22:39;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;PE;OLINDA;SCM
06/02/2022;08:11;Reclamação;Contrato;Cancelamento não realizado;Respondida;SCM;OI S.A.;Grande;Oi;MG;CONTAGEM;SCM
27/10/2023;09:04;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;RJ;RIO DE JANEIRO;SCM
11/08/2023;16:06;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;Claro S.A.;Grande;Claro;SP;SANTOS;SCM
14/05/2022;11:30;Reclamação;Cobrança;Cobrança indevida;Pendente;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;RJ;NOVA IGUAÇU;SCM
02/09/2022;09:16;Reclamação;Velocidade;Velocidade abaixo do contratado;Pendente;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;RJ;NITERÓI;SCM
13/12/2023;21:51;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TIM S.A.;Grande;TIM;RJ;NITERÓI;SCM
15/07/2023;15:39;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;MG;BELO HORIZONTE;SCM
20/10/2022;19:50;Reclamação;Velocidade;Velocidade abaixo do contratado;Em análise;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;RJ;NITERÓI;SCM
15/03/2023;12:58;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;PA;MARABÁ;SCM
04/03/2022;20:40;Reclamação;Cobrança;Cobrança indevida;Pendente;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SP;SÃO PAULO;SCM
05/01/2022;20:15;Reclamação;Contrato;Cancelamento não realizado;Pendente;SCM;TIM S.A.;Grande;TIM;PR;CURITIBA;SCM
12/11/2023;07:55;Reclamação;Atendimento;Atendimento inadequado;Pendente;SCM;EMBRATEL S.A.;Grande;Claro;MG;BELO HORIZONTE;SCM
10/08/2022;20:59;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;Telefonica Brasil S.A.;Grande;Vivo;PB;PB - INTERIOR;SCM
21/02/2023;22:45;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;PA;MARABÁ;SCM
20/06/2023;20:07;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;CLARO S.A.;Grande;Claro;BA;SALVADOR;SCM
20/05/2022;22:31;Reclamação;Falha;Falha/Interrupção do serviço;Em análise;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;RN;RN - INTERIOR;SCM
31/01/2023;14:23;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SP;SÃO PAULO;SCM
24/05/2022;08:42;Reclamação;Velocidade;Velocidade abaixo do contratado;Em análise;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;AL;AL - INTERIOR;SCM
27/07/2022;11:22;Reclamação;Contrato;Cancelamento não realizado;Pendente;SCM;OI S.A.;Grande;Oi;SP;SÃO PAULO;SCM
29/10/2022;11:56;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TIM S.A.;Grande;TIM;MG;BELO HORIZONTE;SCM
26/12/2022;10:36;Reclamação;Velocidade;Velocidade abaixo do contratado;Pendente;SCM;CLARO S.A.;Grande;Claro;RS;PELOTAS;SCM
30/09/2022;14:01;Reclamação;Velocidade;Velocidade abaixo do contratado;Em análise;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;PA;ANANINDEUA;SCM
28/06/2022;14:59;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;RS;CANOAS;SCM
17/01/2023;14:14;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;GO;GOIÂNIA;SCM
17/04/2023;07:05;Reclamação;Contrato;Cancelamento não realizado;Respondida;SCM;EMBRATEL S.A.;Grande;Claro;SP;CAMPINAS;SCM
01/03/2023;08:13;Reclamação;Velocidade;Velocidade abaixo do contratado;Pendente;SCM;CLARO S.A.;Grande;Claro;PA;ANANINDEUA;SCM
21/03/2023;19:47;Reclamação;Outros; ;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;RN;RN - INTERIOR;SCM
08/05/2022;19:59;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;RS;PORTO ALEGRE;SCM
21/06/2022;13:47;Reclamação;Velocidade; ;Pendente;SCM;Tim S.A.;Grande;TIM;PR;PONTA GROSSA;SCM
01/02/2023;11:32;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;PR;PONTA GROSSA;SCM
01/09/2023;16:51;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;PE;OLINDA;SCM
11/09/2022;12:26;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;CLARO S.A.;Grande;Claro;CE;JUAZEIRO DO NORTE;SCM
13/12/2023;12:08;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;-;PA;ANANINDEUA;SCM
02/04/2022;21:01;Reclamação;Instalação;Prazo de instalação excedido;Respondida;SCM;CLARO S.A.;Grande;Claro;SP;SÃO PAULO;SCM
18/05/2023;10:13;Reclamação;NÃO INFORMADO;Atendimento inadequado;Respondida;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;PA;BELÉM;SCM
02/12/2023;19:08;Reclamação;Atendimento;Atendimento inadequado;Pendente;SCM;N/A;Grande;Claro;SP;CAMPINAS;SCM
20/09/2023;07:19;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;SP;GUARULHOS;SCM
23/04/2023;19:15;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;Claro S.A.;Grande;Claro;MG;CONTAGEM;SCM
13/04/2022;21:06;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;CLARO S.A.;Grande;Claro;DF;BRASÍLIA;SCM
26/06/2023;10:50;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;Tim S.A.;Grande;TIM;MG;UBERLÂNDIA;SCM
11/03/2022;19:27;Reclamação;Falha;Falha/Interrupção do serviço;Em análise;SCM;CLARO S.A.;Grande;Claro;RJ;NOVA IGUAÇU;SCM
05/12/2022;14:56;Reclamação;Velocidade;Velocidade abaixo do contratado;Pendente;SCM;Embratel S.A.;Grande;Claro;MG;UBERLÂNDIA;SCM
31/10/2022;12:34;Reclamação;Velocidade;Velocidade abaixo do contratado;Pendente;SCM;OI S.A.;Grande;Oi;RJ;RIO DE JANEIRO;SCM
10/09/2023;16:46;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;CLARO S.A.;Grande;Claro;TO;TO - INTERIOR;SCM
21/12/2022;18:43;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;PR;MARINGÁ;SCM
17/04/2023;18:36;Reclamação;Falha;Falha/Interrupção do serviço;Pendente;SCM;CLARO S.A.;Grande;Claro;RJ;NITERÓI;SCM
27/12/2022;08:54;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;RS;PORTO ALEGRE;SCM
01/11/2023;07:30;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TIM S.A.;-;TIM;RJ;RIO DE JANEIRO;SCM
08/04/2023;22:59;Reclamação;Velocidade;Velocidade abaixo do contratado;Pendente;SCM;CLARO S.A.;Grande;Claro;BA;FEIRA DE SANTANA;SCM
14/01/2023;19:19;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;CLARO S.A.;Grande;Claro;GO;ANÁPOLIS;SCM
14/02/2023;09:20;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;RS;PELOTAS;SCM
04/08/2023;13:26;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;OI S.A.;Grande;Oi;TO;TO - INTERIOR;SCM
17/08/2022;14:56;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;PR;MARINGÁ;SCM
31/01/2022;22:35;Reclamação;Outros;Outros;Respondida;SCM;EMBRATEL S.A.;Grande;Claro;MG;CONTAGEM;SCM
05/08/2022;17:17;Reclamação;Velocidade;Velocidade abaixo do contratado;Em análise;SCM;CLARO S.A.;Grande;Claro;PI;PI - INTERIOR;SCM
20/08/2022;21:25;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;OI S.A.;Grande;Oi;RJ;DUQUE DE CAXIAS;SCM
15/10/2023;13:26;Reclamação;Velocidade;Velocidade abaixo do contratado;Em análise;SCM;TIM S.A.;NÃO INFORMADO;TIM;PI;PI - INTERIOR;SCM
13/04/2023;15:01;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;SP;SÃO PAULO;SCM
16/11/2023;13:33;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;RS;PORTO ALEGRE;SCM
30/05/2022;19:56;Reclamação;Velocidade;Velocidade abaixo do contratado;Pendente;SCM;TIM S.A.;Grande;TIM;PE;PETROLINA;SCM
30/06/2023;19:28;Reclamação;Contrato;Cancelamento não realizado;Em análise;SCM;TIM S.A.;Grande;TIM;ES;CARIACICA;SCM
17/08/2022;14:27;Reclamação;Cobrança;Cobrança indevida;Pendente;SCM;CLARO S.A.;Grande;Claro;SC;SC - INTERIOR;SCM
16/03/2023;07:03;Reclamação;Contrato;Cancelamento não realizado;Em análise;SCM;OI S.A.;Grande;Oi;CE;SOBRAL;SCM
30/12/2023;07:50;Reclamação;Velocidade;Velocidade abaixo do contratado;Pendente;SCM;CLARO S.A.;Grande;Claro;RJ;NOVA IGUAÇU;SCM
16/11/2022;18:06;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;SERCOMTEL S.A. - TELECOMUNICAÇÕES;Pequeno;Sercomtel;BA;VITÓRIA DA CONQUISTA;SCM
07/06/2023;14:20;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;RJ;DUQUE DE CAXIAS;SCM
06/11/2022;13:24;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;PE;OLINDA;SCM
30/09/2023;16:03;Reclamação;Cobrança;Cobrança indevida;Pendente;SCM;CLARO S.A.;Grande;NÃO INFORMADO;SP;SÃO PAULO;SCM
04/07/2023;19:12;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;CLARO S.A.;Grande;Claro;ES;VILA VELHA;SCM
09/09/2023;22:04;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;MG;JUIZ DE FORA;SCM
20/11/2022;19:47;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TIM S.A.;Grande;TIM;SP;SOROCABA;SCM
04/09/2023;16:11;Reclamação;Contrato;Cancelamento não realizado;Em análise;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;BA;SALVADOR;SCM
26/09/2022;22:47;Reclamação;-;Atendimento inadequado;Respondida;SCM;TIM S.A.;Grande;TIM;SP;SANTOS;SCM
23/01/2022;20:04;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;OI S.A.;Grande;Oi;SE;SE - INTERIOR;SCM
10/02/2023;14:27;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;MG;BELO HORIZONTE;SCM
26/02/2022;20:21;Reclamação;Velocidade;Velocidade abaixo do contratado;Pendente;SCM;EMBRATEL S.A.;Grande;Claro;SP;CAMPINAS;SCM
09/08/2022;22:01;Reclamação;Atendimento;Atendimento inadequado;Em análise;SCM;TIM S.A.;Grande;TIM;BA;VITÓRIA DA CONQUISTA;SCM
29/05/2023;14:41;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;SP;GUARULHOS;SCM
02/11/2022;12:51;Reclamação;Falha;Falha/Interrupção do serviço;Pendente;SCM;OI S.A.;Grande;Oi;PB;PB - INTERIOR;SCM
20/11/2023;10:49;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;-;MG;JUIZ DE FORA;SCM
15/09/2023;08:55;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TIM S.A.;Grande;TIM;SC;SC - INTERIOR;SCM
04/10/2023;21:14;Reclamação;Outros;Outros;Respondida;SCM;TIM S.A.;Grande;TIM;MG;UBERLÂNDIA;SCM
28/10/2023;12:31;Reclamação;Contrato;Cancelamento não realizado;Respondida;SCM;TIM S.A.;Grande;TIM;AC;AC - INTERIOR;SCM
16/06/2023;14:28;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;EMBRATEL S.A.;Grande;Claro;BA;SALVADOR;SCM
24/12/2022;12:05;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TIM S.A.;Grande;TIM;MT;SINOP;SCM
28/10/2023;20:50;Reclamação;Cobrança;Cobrança indevida;Pendente;SCM;SERCOMTEL S.A. - TELECOMUNICAÇÕES;Pequeno;Sercomtel;SP;CAMPINAS;SCM
25/02/2022;20:59;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;RJ;NOVA IGUAÇU;SCM
30/04/2022;13:10;Reclamação;Cobrança;Cobrança indevida;Em análise;SCM;CLARO S.A.;Grande;Claro;SP;CAMPINAS;SCM
16/09/2022;07:55;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;EMBRATEL S.A.;Grande;Claro;ES;VITÓRIA;SCM
19/09/2022;16:05;Reclamação;Contrato;Cancelamento não realizado;Respondida;SCM;CLARO S.A.;Grande;Claro;BA;SALVADOR;SCM
16/08/2023;12:24;Reclamação;Instalação;Prazo de instalação excedido;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;MG;JUIZ DE FORA;SCM
10/01/2022;11:42;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TIM S.A.;Grande;TIM;CE;SOBRAL;SCM
10/01/2023;07:31;Reclamação;Contrato;Cancelamento não realizado;Em análise;SCM;TIM S.A.;Grande;TIM;MA;TIMON;SCM
24/03/2023;19:46;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;EMBRATEL S.A.;Grande;Claro;SP;GUARULHOS;SCM
01/08/2022;12:08;Reclamação;Velocidade;Velocidade abaixo do contratado;Pendente;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;RN;RN - INTERIOR;SCM
21/08/2022;07:40;Reclamação;Cobrança;Cobrança indevida;Pendente;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;RN;RN - INTERIOR;SCM
