Data_Abertura;Hora_Abertura;Tipo;Motivo;Detalhe_Motivo;Status;Agrupamento;Nome;Porte;Grupo_Economico;UF;Municipio;Sigla
16/09/2023;13:13;Reclamação;Internet;Velocidade de internet móvel abaixo;Pendente;SMP;TIM S.A.;Grande;TIM;DF;TAGUATINGA;SMP
19/01/2022;14:54;Reclamação;Internet;Velocidade de internet móvel abaixo;Respondida;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;PA;BELÉM;SMP
07/02/2023;08:15;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Respondida;SMP;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;SP;GUARULHOS;SMP
29/01/2022;09:44;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;TIM S.A.;Grande;TIM;PE;OLINDA;SMP
01/10/2022;16:01;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;TIM S.A.;Grande;TIM;RS;PELOTAS;SMP
08/11/2023;12:12;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;BA;SALVADOR;SMP
30/05/2022;10:47;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Pendente;SMP;TIM S.A.;Grande;TIM;MG;CONTAGEM;SMP
15/03/2023;20:29;Reclamação;Atendimento;Atendimento ao cliente;Respondida;SMP;TIM S.A.;Grande;TIM;PE;RECIFE;SMP
23/04/2022;22:37;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Respondida;SMP;CLARO S.A.;Grande;Claro;PA;MARABÁ;SMP
03/03/2023;07:49;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Respondida;SMP;SERCOMTEL S.A. - TELECOMUNICAÇÕES;Pequeno;Sercomtel;RR;RR - INTERIOR;SMP
20/10/2023;15:35;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Respondida;SMP;TIM S.A.;Grande;TIM;MG;CONTAGEM;SMP
19/10/2023;07:11;Reclamação; ;Cobrança indevida / surpresa na fatura;Respondida;SMP;TIM S.A.;Grande;TIM;PR;MARINGÁ;SMP
18/02/2022;15:06;Reclamação;NÃO INFORMADO;Atendimento ao cliente;Respondida;SMP;Telefonica Brasil S.A.;Grande;Vivo;RR;RR - INTERIOR;SMP
17/09/2022;12:01;Reclamação;Internet;Velocidade de internet móvel abaixo;Respondida;SMP;CLARO S.A.;Grande;Claro;RJ;NITERÓI;SMP
19/09/2023;09:48;Reclamação;Internet;Velocidade de internet móvel abaixo;Respondida;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;MA;SÃO LUÍS;SMP
31/10/2023;14:59;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;-;N/A;Claro;SP;SÃO PAULO;SMP
04/07/2023;10:15;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Respondida;SMP;Claro S.A.;Grande;Claro;ES;VITÓRIA;SMP
11/02/2023;13:01;Reclamação;Portabilidade;Portabilidade numérica não efetivada;Respondida;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;RJ;NOVA IGUAÇU;SMP
04/04/2023;17:21;Reclamação;Atendimento;Atendimento ao cliente;Em análise;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;GO;GOIÂNIA;SMP
07/03/2022;10:02;Reclamação;Atendimento;Atendimento ao cliente;Respondida;SMP;CLARO S.A.;Grande;Claro;SP;SÃO PAULO;SMP
06/12/2022;16:58;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;MG;CONTAGEM;SMP
27/04/2022;09:34;Reclamação;Portabilidade;Portabilidade numérica não efetivada;Respondida;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;MS;CAMPO GRANDE;SMP
08/09/2023;20:04;Reclamação;Internet;Velocidade de internet móvel abaixo;Respondida;SMP;Telefonica Brasil S.A.;Grande;Vivo;PI;PI - INTERIOR;SMP
06/10/2022;10:17;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Em análise;SMP;CLARO S/A;Grande;Claro;SP;SOROCABA;SMP
09/04/2022;09:31;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Em análise;SMP;CLARO S.A.;Grande;Claro;ES;CARIACICA;SMP
28/10/2022;17:05;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Pendente;SMP;TIM S.A.;Grande;TIM;DF;BRASÍLIA;SMP
21/05/2023;15:54;Reclamação;Internet;Velocidade de internet móvel abaixo;Pendente;SMP;Claro S.A.;Grande;Claro;MG;UBERLÂNDIA;SMP
02/12/2023;21:20;Reclamação;Portabilidade;Portabilidade numérica não efetivada;Respondida;SMP;CLARO S.A.;Grande;Claro;SP;SOROCABA;SMP
21/01/2022;08:45;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;CLARO S.A.;Grande;Claro;RJ;NOVA IGUAÇU;SMP
12/09/2023;21:17;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Respondida;SMP;CLARO S/A;Grande;Claro;MA;TIMON;SMP
05/08/2023;19:49;Reclamação;Internet;Velocidade de internet móvel abaixo;Respondida;SMP;SERCOMTEL S.A. - TELECOMUNICAÇÕES;Pequeno;Sercomtel;SP;SOROCABA;SMP
27/03/2023;20:04;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Respondida;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;MS;TRÊS LAGOAS;SMP
04/03/2023;09:18;Reclamação;Atendimento;Atendimento ao cliente;Respondida;SMP;OI S.A.;Grande;Oi;MG;BELO HORIZONTE;SMP
15/08/2023;08:39;Reclamação;NÃO INFORMADO;Velocidade de internet móvel abaixo;Em análise;SMP;CLARO S.A.;Grande;Claro;GO;APARECIDA DE GOIÂNIA;SMP
14/06/2023;22:51;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Em análise;SMP;OI S.A.;Grande;Oi;RJ;DUQUE DE CAXIAS;SMP
10/12/2023;19:42;Reclamação;Portabilidade;Portabilidade numérica não efetivada;Respondida;SMP;EMBRATEL S.A.;Grande;Claro;PE;RECIFE;SMP
10/12/2022;18:38;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;EMBRATEL S.A.;Grande;Claro;MA;IMPERATRIZ;SMP
26/12/2022;17:39;Reclamação;Internet;Velocidade de internet móvel abaixo;Em análise;SMP;CLARO S.A.;Grande;Claro;PR;LONDRINA;SMP
12/10/2023;14:39;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Respondida;SMP;OI S.A.;Grande;Oi;MG;UBERLÂNDIA;SMP
02/10/2022;17:32;Reclamação; ;N/A;Respondida;SMP;CLARO S.A.;Grande;Claro;MG;UBERLÂNDIA;SMP
16/10/2022;08:34;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Em análise;SMP;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;MG;UBERLÂNDIA;SMP
04/09/2023;20:54;Reclamação;Outros;Outros;Respondida;SMP;CLARO S.A.;Grande;Claro;RJ;NOVA IGUAÇU;SMP
16/03/2023;10:00;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;CLARO S/A;Grande;Claro;PB;PB - INTERIOR;SMP
13/06/2023;14:22;Reclamação;Cobrança; ;Respondida;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;RO;RO - INTERIOR;SMP
01/02/2022;14:20;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Pendente;SMP;CLARO S/A;Grande;Claro;PA;BELÉM;SMP
22/04/2023;15:25;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Em análise;SMP;CLARO S.A.;Grande;Claro;SP;SOROCABA;SMP
25/02/2023;10:30;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;PI;PI - INTERIOR;SMP
04/05/2023;10:19;Reclamação;Internet;Velocidade de internet móvel abaixo;Em análise;SMP;OI S.A.;NÃO INFORMADO;Oi;PB;PB - INTERIOR;SMP
16/12/2023;17:59;Reclamação;Atendimento;Atendimento ao cliente;Respondida;SMP;Oi S.A.;Grande;Oi;MG;CONTAGEM;SMP
27/06/2023;11:18;Reclamação;Portabilidade;Portabilidade numérica não efetivada;Respondida;SMP;TIM S.A.;Grande;TIM;SP;SOROCABA;SMP
11/05/2023;09:30;Reclamação;Portabilidade;Portabilidade numérica não efetivada;Respondida;SMP;CLARO S.A.;Grande;Claro;MA;TIMON;SMP
11/10/2023;13:08;Reclamação;Internet;Velocidade de internet móvel abaixo;Respondida;SMP;CLARO S.A.;Grande;Claro;BA;VITÓRIA DA CONQUISTA;SMP
09/01/2023;19:50;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;RJ;RIO DE JANEIRO;SMP
13/01/2023;15:36;Reclamação;Internet;Velocidade de internet móvel abaixo;Respondida;SMP;TIM S.A.;Grande;TIM;RJ;NITERÓI;SMP
06/04/2022;17:12;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Respondida;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;RJ;NOVA IGUAÇU;SMP
08/06/2022;14:27;Reclamação;Atendimento;Atendimento ao cliente;Respondida;SMP;SERCOMTEL S.A. - TELECOMUNICAÇÕES;Pequeno;Sercomtel;AL;AL - INTERIOR;SMP
25/12/2022;11:57;Reclamação;Portabilidade;Portabilidade numérica não efetivada;Respondida;SMP;CLARO S.A.;Grande;Claro;GO;ANÁPOLIS;SMP
24/05/2022;11:39;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Respondida;SMP;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;RR;RR - INTERIOR;SMP
17/09/2023;14:12;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Pendente;SMP;EMBRATEL S.A.;Grande;Claro;ES;VILA VELHA;SMP
17/07/2023;20:16;Reclamação;Portabilidade;Portabilidade numérica não efetivada;Respondida;SMP;CLARO S.A.;Grande;Claro;SP;SANTOS;SMP
29/03/2022;13:28;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Respondida;SMP;CLARO S.A.;Grande;Claro;SP;SÃO PAULO;SMP
01/04/2022;08:51;Reclamação;Portabilidade;Portabilidade numérica não efetivada;Em análise;SMP;CLARO S.A.;Grande;Claro;MT;VÁRZEA GRANDE;SMP
06/11/2022;12:02;Reclamação;Atendimento;Atendimento ao cliente;Em análise;SMP;CLARO S.A.;Grande;Claro;RS;CANOAS;SMP
23/06/2022;20:38;Reclamação; ;Velocidade de internet móvel abaixo;Respondida;SMP;CLARO S.A.;Grande;Claro;SP;CAMPINAS;SMP
09/05/2023;13:01;Reclamação;Internet;Velocidade de internet móvel abaixo;Respondida;SMP;Claro S.A.;Grande;Claro;RJ;RIO DE JANEIRO;SMP
02/05/2023;15:34;Reclamação;Atendimento;Atendimento ao cliente;Em análise;SMP;TIM S.A.;Grande;TIM;PR;PONTA GROSSA;SMP
21/11/2023;19:14;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Pendente;SMP;OI S.A.;Grande;Oi;MG;BELO HORIZONTE;SMP
31/07/2022;07:17;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;Telefonica Brasil S.A.;Grande;NÃO INFORMADO;PB;PB - INTERIOR;SMP
28/03/2022;09:18;Reclamação;Atendimento;-;Pendente;SMP;TIM S.A.;Grande;TIM;BA;FEIRA DE SANTANA;SMP
26/06/2023;20:39;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;CLARO S.A.;Grande;Claro;PE;RECIFE;SMP
30/01/2022;09:55;Reclamação;Internet;Velocidade de internet móvel abaixo;Respondida;SMP;N/A;Grande;Claro;MG;JUIZ DE FORA;SMP
15/09/2023;08:46;Reclamação;Internet;Velocidade de internet móvel abaixo;Em análise;SMP;CLARO S/A;Grande;Claro;PE;RECIFE;SMP
23/08/2023;11:50;Reclamação;Internet;Velocidade de internet móvel abaixo;Respondida;SMP;CLARO S.A.;Grande;Claro;SP;SÃO PAULO;SMP
21/01/2023;17:27;Reclamação;Portabilidade;Portabilidade numérica não efetivada;Respondida;SMP;TIM S.A.;Grande;TIM;BA;FEIRA DE SANTANA;SMP
26/11/2022;09:44;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;TIM S.A.;Grande; ;GO;APARECIDA DE GOIÂNIA;SMP
08/05/2023;14:56;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Pendente;SMP;TIM S.A.;Grande;TIM;RJ;DUQUE DE CAXIAS;SMP
31/01/2023;21:40;Reclamação;Outros;-;Respondida;SMP;OI S.A.;Grande;Oi;RS;PELOTAS;SMP
03/08/2022;20:05;Reclamação;Atendimento;Atendimento ao cliente;Respondida;SMP;CLARO S.A.;Grande;Claro;CE;CAUCAIA;SMP
20/09/2022;18:13;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Pendente;SMP;CLARO S.A.;Grande;Claro;SC;SC - INTERIOR;SMP
10/07/2022;17:27;Reclamação;NÃO INFORMADO;Atendimento ao cliente;Respondida;SMP;CLARO S.A.;Grande;Claro;RJ;DUQUE DE CAXIAS;SMP
30/01/2023;22:16;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;OI S.A.;Grande;Oi;PR;PONTA GROSSA;SMP
15/04/2023;20:11;Reclamação;N/A;Atendimento ao cliente;Pendente;SMP;Tim S.A.;Grande;TIM;GO;APARECIDA DE GOIÂNIA;SMP
09/08/2023;14:21;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;AC;AC - INTERIOR;SMP
02/03/2023;13:21;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Respondida;SMP;TIM S.A.;Grande;TIM;RJ;RIO DE JANEIRO;SMP
30/08/2022;16:07;Reclamação;Internet; ;Respondida;SMP;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;RR;RR - INTERIOR;SMP
17/11/2022;12:59;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Em análise;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;RS;PELOTAS;SMP
14/12/2022;11:48;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Respondida;SMP;OI S.A.;Grande;Oi;SP;GUARULHOS;SMP
24/03/2022;22:30;Reclamação;Internet;Velocidade de internet móvel abaixo;Respondida;SMP;CLARO S.A.;Grande;Claro;PR;MARINGÁ;SMP
14/07/2022;12:48;Reclamação;Outros;Outros;Em análise;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;CE;CAUCAIA;SMP
06/09/2023;08:16;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;Oi S.A.;Grande;Oi;AM;PARINTINS;SMP
25/03/2023;09:43;Reclamação;Internet;Velocidade de internet móvel abaixo;Respondida;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;GO;GOIÂNIA;SMP
25/08/2023;07:53;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;CLARO S.A.;Grande;Claro;PI;PI - INTERIOR;SMP
13/12/2022;11:23;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Respondida;SMP;TIM S.A.;Grande;TIM;CE;FORTALEZA;SMP
28/11/2023;19:12;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Respondida;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;ES;VITÓRIA;SMP
06/08/2023;11:31;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Pendente;SMP;CLARO S.A.;Grande;Claro;SC;SC - INTERIOR;SMP
08/01/2022;13:55;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;CLARO S.A.;Grande;Claro;RO;RO - INTERIOR;SMP
03/06/2022;15:09;Reclamação;Internet;Velocidade de internet móvel abaixo;Respondida;SMP;CLARO S.A.;Grande;Claro;BA;SALVADOR;SMP
18/12/2022;21:53;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Respondida;SMP;Claro S.A.;Grande;Claro;PB;PB - INTERIOR;SMP
31/01/2022;13:01;Reclamação;Portabilidade;Portabilidade numérica não efetivada;Respondida;SMP;Telefonica Brasil S.A.;Grande;Vivo;RJ;RIO DE JANEIRO;SMP
18/09/2023;19:01;Reclamação;Outros;Outros;Respondida;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;MA;TIMON;SMP
16/11/2023;07:52;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;TIM S.A.;Grande;TIM;RS;PORTO ALEGRE;SMP
30/10/2023;22:32;Reclamação;Internet;Velocidade de internet móvel abaixo;Respondida;SMP;CLARO S.A.;Grande;Claro;PA;BELÉM;SMP
12/09/2022;14:39;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;CLARO S.A.;Grande;Claro;SP;SOROCABA;SMP
27/09/2022;17:03;Reclamação;Internet;Velocidade de internet móvel abaixo;Respondida;SMP;CLARO S.A.;Grande;Claro;AM;ITACOATIARA;SMP
28/12/2023;09:01;Reclamação;Portabilidade;Portabilidade numérica não efetivada;Respondida;SMP;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;SP;CAMPINAS;SMP
26/06/2023;07:02;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;CLARO S/A;Grande;Claro;PR;PONTA GROSSA;SMP
13/11/2023;11:05;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Em análise;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;MG;CONTAGEM;SMP
07/08/2023;16:07;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;TIM S.A.;Grande;TIM;RJ;RIO DE JANEIRO;SMP
31/12/2023;15:12;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Respondida;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;RJ;NITERÓI;SMP
21/07/2023;09:23;Reclamação;Atendimento;Atendimento ao cliente;Respondida;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;AM;PARINTINS;SMP
17/02/2023;18:45;Reclamação;Internet;Velocidade de internet móvel abaixo;Em análise;SMP;EMBRATEL S.A.;Grande;Claro;PR;MARINGÁ;SMP
17/07/2023;09:17;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Pendente;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;CE;CAUCAIA;SMP
11/10/2022;22:59;Reclamação;Portabilidade;Portabilidade numérica não efetivada;Respondida;SMP;OI S.A.;Grande;Oi;RN;RN - INTERIOR;SMP
28/06/2023;18:50;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;CLARO S.A.;Grande;Claro;PB;PB - INTERIOR;SMP
29/08/2023;08:53;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;OI S.A.;Grande;Oi;SP;SOROCABA;SMP
04/09/2023;09:29;Reclamação;Internet;Velocidade de internet móvel abaixo;Respondida;SMP;CLARO S.A.;Grande;Claro;BA;FEIRA DE SANTANA;SMP
11/11/2023;21:39;Reclamação;Atendimento;Atendimento ao cliente;Respondida;SMP;OI S.A.;Grande;Oi;BA;SALVADOR;SMP
25/09/2023;14:38;Reclamação;Internet;Velocidade de internet móvel abaixo;Pendente;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;SP;CAMPINAS;SMP
19/04/2023;09:24;Reclamação;Internet;Velocidade de internet móvel abaixo;Respondida;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;AL;AL - INTERIOR;SMP
09/08/2022;10:11;Reclamação;Internet;Velocidade de internet móvel abaixo;Pendente;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;PA;BELÉM;SMP
23/10/2023;07:49;Reclamação;Internet;Velocidade de internet móvel abaixo;Respondida;SMP;OI S.A.;Grande;Oi;RJ;NITERÓI;SMP
20/01/2023;12:30;Reclamação;Portabilidade;Portabilidade numérica não efetivada;Respondida;SMP;CLARO S.A.;Grande;Claro;RS;CAXIAS DO SUL;SMP
12/10/2022;18:40;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;GO;GOIÂNIA;SMP
11/11/2023;21:04;Reclamação;Outros;Outros;Respondida;SMP;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;RS;CANOAS;SMP
26/06/2023;22:08;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Respondida;SMP;TIM S.A.;Grande;TIM;RS;CAXIAS DO SUL;SMP
04/09/2023;17:32;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;CLARO S.A.;Grande;Claro;RJ;RIO DE JANEIRO;SMP
21/01/2022;10:38;Reclamação;N/A;Outros;Pendente;SMP;CLARO S.A.;Grande;Claro;MA;TIMON;SMP
04/02/2022;19:08;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Pendente;SMP;TIM S.A.;Grande;TIM;SP;CAMPINAS;SMP
17/04/2023;20:14;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;CLARO S.A.;Grande;Claro;RJ;RIO DE JANEIRO;SMP
02/02/2022;16:23;Reclamação;Portabilidade;Portabilidade numérica não efetivada;Pendente;SMP;CLARO S.A.;Grande;Claro;GO;APARECIDA DE GOIÂNIA;SMP
24/01/2023;21:11;Reclamação;Atendimento;Atendimento ao cliente;Em análise;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;MA;IMPERATRIZ;SMP
28/04/2023;18:25;Reclamação;Outros;Outros;Respondida;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;DF;TAGUATINGA;SMP
20/02/2022;07:16;Reclamação;Qualidade;-;Respondida;SMP;TIM S.A.;Grande;TIM;PR;MARINGÁ;SMP
19/05/2023;10:18;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;EMBRATEL S.A.;Grande;Claro;RJ;RIO DE JANEIRO;SMP
16/02/2023;18:01;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Respondida;SMP;NÃO INFORMADO;Grande;Claro;RJ;DUQUE DE CAXIAS;SMP
30/06/2022;16:55;Reclamação;Atendimento;Atendimento ao cliente;Em análise;SMP;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;SC;SC - INTERIOR;SMP
23/04/2023;16:45;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;OI S.A.;Grande;Oi;AL;AL - INTERIOR;SMP
15/01/2023;09:40;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Respondida;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;PE;RECIFE;SMP
24/08/2023;12:49;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;CLARO S/A;Grande;Claro;PA;BELÉM;SMP
15/01/2022;22:50;Reclamação;Portabilidade;Portabilidade numérica não efetivada;Respondida;SMP;CLARO S.A.;Grande;Claro;AM;MANAUS;SMP
10/06/2022;22:52;Reclamação;Outros;Outros;Respondida;SMP;CLARO S.A.;Grande;Claro;SP;SANTOS;SMP
22/04/2023;16:36;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;TIM S.A.;Grande;TIM;PE;RECIFE;SMP
18/08/2023;13:43;Reclamação;Atendimento;Atendimento ao cliente;Respondida;SMP;CLARO S/A;Grande;Claro;PR;LONDRINA;SMP
10/10/2023;10:42;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;OI S.A.;Grande;-;PE;OLINDA;SMP
12/07/2022;12:29;Reclamação;Portabilidade;Portabilidade numérica não efetivada;Pendente;SMP;Claro S.A.;Grande;Claro;SE;SE - INTERIOR;SMP
24/02/2023;22:09;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Respondida;SMP;CLARO S.A.;Grande;Claro;SP;SÃO PAULO;SMP
29/04/2023;19:26;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Respondida;SMP;OI S.A.;Grande;Oi;PE;RECIFE;SMP
03/06/2023;16:24;Reclamação;Portabilidade;Portabilidade numérica não efetivada;Em análise;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;GO;ANÁPOLIS;SMP
04/10/2022;10:14;Reclamação;Internet;Velocidade de internet móvel abaixo;Pendente;SMP;EMBRATEL S.A.;Grande;Claro;PB;PB - INTERIOR;SMP
17/02/2022;17:11;Reclamação;Portabilidade;Portabilidade numérica não efetivada;Respondida;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;CE;JUAZEIRO DO NORTE;SMP
21/03/2022;12:10;Reclamação;-;Portabilidade numérica não efetivada;Respondida;SMP;CLARO S.A.;Grande;Claro;PR;LONDRINA;SMP
15/04/2022;20:47;Reclamação;Portabilidade;Portabilidade numérica não efetivada;Respondida;SMP;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;SP;GUARULHOS;SMP
03/09/2023;21:15;Reclamação;Internet;Velocidade de internet móvel abaixo;Pendente;SMP;CLARO S.A.;Grande;Claro;CE;JUAZEIRO DO NORTE;SMP
12/11/2023;20:14;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Pendente;SMP;CLARO S.A.;Grande;Claro;SP;SANTOS;SMP
20/01/2023;09:56;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Respondida;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;PR;MARINGÁ;SMP
08/05/2023;11:07;Reclamação;Atendimento;Atendimento ao cliente;Em análise;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;PB;PB - INTERIOR;SMP
12/12/2022;22:13;Reclamação;Portabilidade;Portabilidade numérica não efetivada;Respondida;SMP;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;PE;OLINDA;SMP
08/07/2023;13:23;Reclamação;Internet;Velocidade de internet móvel abaixo;Respondida;SMP;CLARO S.A.;Grande;Claro;PB;PB - INTERIOR;SMP
30/01/2023;20:06;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;Oi S.A.;Grande;Oi;BA;VITÓRIA DA CONQUISTA;SMP
18/05/2022;09:21;Reclamação;Internet; ;Respondida;SMP;TIM S.A.;Grande;TIM;RS;PORTO ALEGRE;SMP
28/06/2022;11:53;Reclamação;Outros; ;Respondida;SMP;TIM S.A.;Grande;TIM;RS;CAXIAS DO SUL;SMP
24/02/2022;16:55;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;OI S.A.;Grande;Oi;MG;BELO HORIZONTE;SMP
25/03/2022;14:02;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;CLARO S.A.;Grande;Claro;PA;ANANINDEUA;SMP
15/02/2022;13:06;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Respondida;SMP;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;SC;SC - INTERIOR;SMP
14/08/2023;17:10;Reclamação;Internet;Velocidade de internet móvel abaixo;Em análise;SMP;CLARO S/A;Grande;Claro;RJ;RIO DE JANEIRO;SMP
07/09/2022;10:02;Reclamação;Outros;Outros;Respondida;SMP;Claro S.A.;Grande;Claro;BA;SALVADOR;SMP
24/09/2023;08:25;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Respondida;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;RJ;DUQUE DE CAXIAS;SMP
