id_reclamacao,id_data,id_operadora,id_uf,id_tipo,status,sigla_servico,qtd
3625,10,4,4,35,Pendente,SCM,1
3626,86,5,8,9,Respondida,SCM,1
3627,422,4,19,9,Respondida,SCM,1
3628,411,1,14,35,Pendente,SCM,1
3629,420,4,19,9,Respondida,SCM,1
3630,320,1,25,4,Respondida,SCM,1
3631,112,4,8,12,Pendente,SCM,1
3632,711,4,17,9,Em Análise,SCM,1
3633,432,3,8,35,Pendente,SCM,1
3634,59,4,19,35,Pendente,SCM,1
3635,3,4,16,35,Pendente,SCM,1
3636,644,4,16,35,Respondida,SCM,1
3637,6,1,16,35,Pendente,SCM,1
3638,141,4,7,35,Respondida,SCM,1
3639,174,5,25,7,Respondida,SCM,1
3640,480,4,7,35,Respondida,SCM,1
3641,579,4,25,9,Em Análise,SCM,1
3642,497,5,14,9,Respondida,SCM,1
3643,305,2,25,35,Respondida,SCM,1
3644,437,4,13,35,Em Análise,SCM,1
3645,424,4,19,2,Respondida,SCM,1
3646,383,4,13,9,Respondida,SCM,1
3647,109,1,8,35,Respondida,SCM,1
3648,504,4,21,9,Respondida,SCM,1
3649,557,4,25,35,Respondida,SCM,1
3650,169,1,27,7,Respondida,SCM,1
3651,578,4,25,2,Pendente,SCM,1
3652,516,4,25,24,Respondida,SCM,1
3653,322,4,19,35,Em Análise,SCM,1
3654,589,4,25,35,Pendente,SCM,1
3655,402,2,2,29,Pendente,SCM,1
3656,346,4,23,9,Respondida,SCM,1
3657,261,1,10,7,Respondida,SCM,1
3658,174,1,21,2,Respondida,SCM,1
3659,221,1,25,35,Respondida,SCM,1
3660,232,5,25,34,Em Análise,SCM,1
3661,423,1,9,4,Respondida,SCM,1
3662,101,4,13,7,Em Análise,SCM,1
3663,717,1,19,4,Pendente,SCM,1
3664,178,4,19,9,Respondida,SCM,1
3665,20,1,8,9,Respondida,SCM,1
3666,534,4,25,4,Respondida,SCM,1
3667,10,1,21,35,Respondida,SCM,1
3668,700,5,13,20,Respondida,SCM,1
3669,113,1,16,6,Pendente,SCM,1
3670,653,1,18,4,Em Análise,SCM,1
3671,244,4,19,4,Respondida,SCM,1
3672,302,2,25,9,Respondida,SCM,1
3673,566,1,21,35,Respondida,SCM,1
3674,368,4,16,29,Pendente,SCM,1
3675,686,4,6,35,Em Análise,SCM,1
3676,456,4,17,35,Respondida,SCM,1
3677,551,5,13,35,Em Análise,SCM,1
3678,195,1,10,35,Respondida,SCM,1
3679,90,1,13,35,Pendente,SCM,1
3680,94,4,13,4,Respondida,SCM,1
3681,237,5,21,10,Respondida,SCM,1
3682,250,4,5,35,Respondida,SCM,1
3683,271,1,19,4,Respondida,SCM,1
3684,662,1,8,29,Respondida,SCM,1
3685,629,4,6,9,Respondida,SCM,1
3686,270,1,14,9,Pendente,SCM,1
3687,73,1,25,4,Respondida,SCM,1
3688,364,4,5,9,Respondida,SCM,1
3689,251,2,18,12,Respondida,SCM,1
3690,6,4,2,7,Respondida,SCM,1
3691,251,4,20,9,Respondida,SCM,1
3692,683,4,19,12,Pendente,SCM,1
3693,272,5,11,35,Respondida,SCM,1
3694,294,4,21,35,Respondida,SCM,1
3695,298,4,5,2,Pendente,SCM,1
3696,50,5,8,35,Respondida,SCM,1
3697,71,4,19,35,Respondida,SCM,1
3698,706,3,16,2,Respondida,SCM,1
3699,124,1,24,35,Respondida,SCM,1
3700,133,5,12,7,Respondida,SCM,1
3701,287,4,9,9,Respondida,SCM,1
3702,677,5,19,9,Respondida,SCM,1
3703,124,6,13,6,Respondida,SCM,1
3704,373,5,10,9,Respondida,SCM,1
3705,157,3,12,7,Respondida,SCM,1
3706,155,1,25,35,Respondida,SCM,1
3707,72,4,13,7,Respondida,SCM,1
3708,38,4,21,35,Respondida,SCM,1
3709,83,4,13,9,Respondida,SCM,1
3710,658,5,25,35,Em Análise,SCM,1
3711,99,4,14,9,Respondida,SCM,1
3712,625,4,25,26,Respondida,SCM,1
3713,177,4,8,9,Pendente,SCM,1
3714,291,4,13,2,Respondida,SCM,1
3715,608,5,25,4,Pendente,SCM,1
3716,384,4,17,2,Respondida,SCM,1
3717,548,5,14,9,Em Análise,SCM,1
3718,72,1,25,2,Pendente,SCM,1
3719,685,4,24,4,Respondida,SCM,1
3720,474,1,25,9,Respondida,SCM,1
3721,135,5,14,2,Respondida,SCM,1
3722,535,4,23,35,Pendente,SCM,1
3723,412,4,25,35,Respondida,SCM,1
3724,270,4,11,35,Pendente,SCM,1
3725,711,4,12,35,Respondida,SCM,1
3726,373,3,25,35,Respondida,SCM,1
3727,681,2,21,35,Respondida,SCM,1
3728,368,1,25,35,Respondida,SCM,1
3729,19,5,25,7,Respondida,SCM,1
3730,634,5,8,35,Respondida,SCM,1
3731,333,4,16,4,Respondida,SCM,1
3732,444,4,7,4,Respondida,SCM,1
3733,241,4,12,12,Pendente,SCM,1
3734,640,2,7,7,Respondida,SCM,1
3735,463,1,24,35,Em Análise,SCM,1
3736,307,1,24,2,Respondida,SCM,1
3737,252,4,21,9,Respondida,SCM,1
3738,337,1,20,35,Respondida,SCM,1
3739,161,4,25,4,Em Análise,SCM,1
3740,632,2,13,2,Respondida,SCM,1
3741,95,4,6,29,Respondida,SCM,1
3742,334,4,18,4,Respondida,SCM,1
3743,597,1,13,34,Em Análise,SCM,1
3744,122,1,19,2,Pendente,SCM,1
3745,655,4,4,35,Respondida,SCM,1
3746,229,4,8,12,Respondida,SCM,1
3747,543,1,24,9,Pendente,SCM,1
3748,677,2,25,35,Respondida,SCM,1
3749,463,2,25,9,Respondida,SCM,1
3750,487,5,21,35,Respondida,SCM,1
3751,202,3,8,12,Respondida,SCM,1
3752,17,4,12,35,Respondida,SCM,1
3753,191,4,8,35,Respondida,SCM,1
3754,46,4,19,35,Respondida,SCM,1
3755,478,4,5,9,Respondida,SCM,1
3756,385,5,19,35,Respondida,SCM,1
3757,678,2,25,9,Em Análise,SCM,1
3758,570,4,14,35,Respondida,SCM,1
3759,584,2,25,35,Respondida,SCM,1
3760,214,5,22,4,Respondida,SCM,1
3761,304,4,25,35,Respondida,SCM,1
3762,166,5,14,26,Pendente,SCM,1
3763,607,4,25,9,Em Análise,SCM,1
3764,400,1,12,4,Respondida,SCM,1
3765,260,4,19,9,Respondida,SCM,1
3766,4,5,10,9,Respondida,SCM,1
3767,576,3,27,2,Respondida,SCM,1
3768,493,1,25,35,Respondida,SCM,1
3769,504,1,13,11,Respondida,SCM,1
3770,600,4,11,9,Respondida,SCM,1
3771,278,4,13,35,Respondida,SCM,1
3772,671,2,27,7,Respondida,SCM,1
3773,183,5,25,35,Respondida,SCM,1
3774,709,5,8,7,Respondida,SCM,1
3775,395,5,9,35,Respondida,SCM,1
3776,261,1,14,7,Pendente,SCM,1
3777,376,1,25,35,Respondida,SCM,1
3778,36,4,18,9,Respondida,SCM,1
3779,10,5,11,9,Pendente,SCM,1
3780,613,3,9,9,Em Análise,SCM,1
3781,439,1,25,9,Respondida,SCM,1
3782,107,4,17,7,Respondida,SCM,1
3783,125,6,20,12,Respondida,SCM,1
3784,511,5,12,4,Em Análise,SCM,1
3785,277,1,21,9,Respondida,SCM,1
3786,431,1,13,4,Respondida,SCM,1
3787,201,4,25,2,Respondida,SCM,1
3788,94,5,10,4,Respondida,SCM,1
3789,705,1,19,35,Pendente,SCM,1
3790,668,4,19,35,Respondida,SCM,1
3791,233,1,12,35,Respondida,SCM,1
3792,679,5,14,4,Respondida,SCM,1
3793,109,2,6,2,Em Análise,SCM,1
3794,565,1,2,4,Pendente,SCM,1
3795,271,2,21,29,Respondida,SCM,1
3796,34,2,24,2,Pendente,SCM,1
3797,353,4,21,9,Em Análise,SCM,1
3798,257,2,17,12,Respondida,SCM,1
3799,115,4,19,9,Respondida,SCM,1
3800,148,4,25,4,Respondida,SCM,1
3801,705,1,25,35,Em Análise,SCM,1
3802,172,2,24,9,Respondida,SCM,1
3803,137,1,25,35,Respondida,SCM,1
3804,474,1,9,2,Respondida,SCM,1
3805,355,4,25,6,Respondida,SCM,1
3806,255,4,25,4,Respondida,SCM,1
3807,517,4,25,7,Respondida,SCM,1
3808,295,4,19,35,Respondida,SCM,1
3809,610,4,14,12,Pendente,SCM,1
3810,103,4,5,7,Respondida,SCM,1
3811,343,4,5,9,Respondida,SCM,1
3812,370,4,5,7,Respondida,SCM,1
3813,194,4,16,4,Respondida,SCM,1
3814,419,1,7,9,Respondida,SCM,1
3815,502,5,19,4,Respondida,SCM,1
3816,662,1,14,35,Respondida,SCM,1
3817,426,1,24,35,Em Análise,SCM,1
3818,428,4,15,4,Pendente,SCM,1
3819,221,4,5,7,Respondida,SCM,1
3820,507,5,25,2,Em Análise,SCM,1
3821,466,5,6,9,Respondida,SCM,1
3822,619,5,15,35,Respondida,SCM,1
3823,121,4,24,4,Respondida,SCM,1
3824,36,4,4,2,Pendente,SCM,1
3825,529,1,21,7,Respondida,SCM,1
3826,47,4,25,4,Respondida,SCM,1
3827,655,2,16,35,Respondida,SCM,1
3828,289,4,8,35,Respondida,SCM,1
3829,476,4,15,35,Respondida,SCM,1
3830,693,1,14,35,Pendente,SCM,1
3831,434,4,14,2,Respondida,SCM,1
3832,161,2,27,7,Pendente,SCM,1
3833,7,5,19,9,Respondida,SCM,1
3834,473,4,19,35,Respondida,SCM,1
3835,68,1,14,2,Respondida,SCM,1
3836,724,2,8,9,Respondida,SCM,1
3837,678,4,19,7,Respondida,SCM,1
3838,707,1,17,35,Em Análise,SCM,1
3839,98,4,19,9,Respondida,SCM,1
3840,524,1,13,35,Respondida,SCM,1
3841,715,3,10,35,Respondida,SCM,1
3842,712,1,20,35,Respondida,SCM,1
3843,592,1,8,35,Respondida,SCM,1
3844,668,5,21,4,Respondida,SCM,1
3845,295,5,25,4,Pendente,SCM,1
3846,208,4,25,9,Pendente,SCM,1
3847,630,5,25,9,Respondida,SCM,1
3848,1,1,19,9,Respondida,SCM,1
3849,33,1,19,35,Respondida,SCM,1
3850,340,4,17,35,Respondida,SCM,1
3851,457,1,8,4,Em Análise,SCM,1
3852,240,4,5,35,Respondida,SCM,1
3853,726,1,16,35,Pendente,SCM,1
3854,562,1,3,4,Respondida,SCM,1
3855,386,4,16,4,Respondida,SCM,1
3856,480,4,14,12,Em Análise,SCM,1
3857,327,1,25,9,Em Análise,SCM,1
3858,681,4,6,9,Respondida,SCM,1
3859,698,1,19,35,Em Análise,SCM,1
3860,560,4,5,35,Pendente,SCM,1
3861,214,5,6,26,Pendente,SCM,1
3862,151,2,3,35,Respondida,SCM,1
3863,511,5,13,9,Respondida,SCM,1
3864,57,2,25,35,Respondida,SCM,1
3865,605,4,13,4,Respondida,SCM,1
3866,292,4,3,35,Respondida,SCM,1
3867,339,1,25,35,Em Análise,SCM,1
3868,728,4,13,2,Respondida,SCM,1
3869,420,1,17,35,Respondida,SCM,1
3870,357,4,5,9,Respondida,SCM,1
3871,416,4,25,35,Pendente,SCM,1
3872,288,5,25,4,Respondida,SCM,1
3873,287,4,25,35,Respondida,SCM,1
3874,346,1,15,26,Respondida,SCM,1
3875,702,2,16,4,Respondida,SCM,1
3876,462,1,19,2,Respondida,SCM,1
3877,141,5,13,29,Respondida,SCM,1
3878,314,4,4,4,Respondida,SCM,1
3879,57,4,14,2,Pendente,SCM,1
3880,300,4,25,4,Respondida,SCM,1
3881,9,1,25,9,Pendente,SCM,1
3882,256,4,5,35,Respondida,SCM,1
3883,596,1,13,35,Respondida,SCM,1
3884,638,5,13,4,Em Análise,SCM,1
3885,716,1,25,4,Respondida,SCM,1
3886,435,4,11,4,Respondida,SCM,1
3887,670,1,16,7,Pendente,SCM,1
3888,371,1,16,29,Respondida,SCM,1
3889,671,2,19,35,Em Análise,SCM,1
3890,621,4,13,4,Respondida,SCM,1
3891,140,1,19,9,Respondida,SCM,1
3892,19,1,11,2,Respondida,SCM,1
3893,166,2,5,9,Respondida,SCM,1
3894,437,5,10,9,Em Análise,SCM,1
3895,274,4,13,4,Respondida,SCM,1
3896,524,1,4,9,Respondida,SCM,1
3897,387,4,25,35,Respondida,SCM,1
3898,96,4,21,4,Respondida,SCM,1
3899,156,1,12,7,Respondida,SCM,1
3900,405,5,17,2,Respondida,SCM,1
3901,150,1,5,35,Pendente,SCM,1
3902,340,4,25,4,Pendente,SCM,1
3903,191,1,25,35,Respondida,SCM,1
3904,277,5,25,9,Respondida,SCM,1
3905,360,2,27,35,Respondida,SCM,1
3906,714,6,13,35,Respondida,SCM,1
3907,344,1,16,35,Respondida,SCM,1
3908,594,1,2,16,Respondida,SCM,1
3909,542,5,16,2,Em Análise,SCM,1
3910,284,2,21,20,Respondida,SCM,1
3911,420,3,6,7,Pendente,SCM,1
3912,532,2,25,10,Respondida,SCM,1
3913,256,4,8,4,Respondida,SCM,1
3914,660,5,15,35,Respondida,SCM,1
3915,5,4,25,35,Em Análise,SCM,1
3916,344,5,1,35,Respondida,SCM,1
3917,215,5,9,9,Respondida,SCM,1
3918,181,4,25,35,Respondida,SCM,1
3919,235,4,16,4,Respondida,SCM,1
3920,122,2,26,35,Respondida,SCM,1
3921,715,4,16,4,Respondida,SCM,1
3922,383,4,19,35,Respondida,SCM,1
3923,725,5,15,35,Respondida,SCM,1
3924,428,4,10,12,Pendente,SCM,1
3925,486,5,16,35,Pendente,SCM,1
3926,465,1,25,4,Respondida,SCM,1
3927,417,4,25,35,Respondida,SCM,1
3928,536,5,25,9,Respondida,SCM,1
3929,566,4,24,7,Respondida,SCM,1
3930,418,1,6,35,Respondida,SCM,1
3931,441,5,5,4,Respondida,SCM,1
3932,700,4,21,35,Pendente,SCM,1
3933,167,2,16,9,Respondida,SCM,1
3934,211,1,6,35,Em Análise,SCM,1
3935,498,4,18,9,Em Análise,SCM,1
3936,337,2,8,4,Respondida,SCM,1
3937,636,4,25,2,Respondida,SCM,1
3938,584,3,19,35,Respondida,SCM,1
3939,358,4,24,10,Em Análise,SCM,1
3940,252,5,16,35,Respondida,SCM,1
3941,375,4,12,4,Respondida,SCM,1
3942,601,5,25,4,Respondida,SCM,1
3943,531,5,5,9,Respondida,SCM,1
3944,528,3,19,2,Respondida,SCM,1
3945,483,4,9,4,Respondida,SCM,1
3946,117,5,19,4,Respondida,SCM,1
3947,421,5,16,4,Respondida,SCM,1
3948,343,1,11,4,Pendente,SCM,1
3949,20,4,17,35,Respondida,SCM,1
3950,638,5,25,7,Em Análise,SCM,1
3951,30,4,25,4,Respondida,SCM,1
3952,680,4,16,4,Respondida,SCM,1
3953,429,4,19,2,Respondida,SCM,1
3954,240,1,6,12,Respondida,SCM,1
3955,92,5,19,4,Respondida,SCM,1
3956,387,4,25,35,Respondida,SCM,1
3957,661,2,21,9,Respondida,SCM,1
3958,11,4,19,4,Respondida,SCM,1
3959,266,4,25,35,Respondida,SCM,1
3960,80,1,13,9,Respondida,SCM,1
3961,398,2,19,9,Respondida,SCM,1
3962,39,1,19,7,Respondida,SCM,1
3963,459,4,13,35,Respondida,SCM,1
3964,1,4,15,34,Respondida,SCM,1
3965,599,4,19,9,Pendente,SCM,1
3966,62,5,12,12,Pendente,SCM,1
3967,664,4,16,9,Respondida,SCM,1
3968,493,4,14,4,Respondida,SCM,1
3969,269,4,25,2,Respondida,SCM,1
3970,664,4,4,4,Pendente,SCM,1
3971,193,4,19,2,Respondida,SCM,1
3972,62,4,8,35,Respondida,SCM,1
3973,251,4,25,9,Respondida,SCM,1
3974,128,1,23,9,Respondida,SCM,1
3975,553,4,21,35,Respondida,SCM,1
3976,368,2,25,2,Respondida,SCM,1
3977,419,4,24,29,Respondida,SCM,1
3978,659,6,5,9,Respondida,SCM,1
3979,710,4,6,9,Respondida,SCM,1
3980,475,1,25,4,Respondida,SCM,1
3981,582,4,25,4,Pendente,SCM,1
3982,158,2,21,2,Respondida,SCM,1
3983,106,4,22,9,Respondida,SCM,1
3984,256,1,14,2,Respondida,SCM,1
3985,713,4,19,35,Pendente,SCM,1
3986,619,4,1,2,Respondida,SCM,1
3987,328,5,14,35,Respondida,SCM,1
3988,404,2,4,4,Respondida,SCM,1
3989,589,1,13,35,Respondida,SCM,1
3990,721,5,15,7,Respondida,SCM,1
3991,524,2,8,35,Respondida,SCM,1
3992,35,5,25,4,Em Análise,SCM,1
3993,696,4,13,34,Respondida,SCM,1
3994,659,5,13,4,Respondida,SCM,1
3995,117,1,2,7,Em Análise,SCM,1
3996,518,1,21,2,Respondida,SCM,1
3997,168,4,15,2,Respondida,SCM,1
3998,114,4,25,2,Pendente,SCM,1
3999,598,4,21,35,Respondida,SCM,1
4000,47,4,25,35,Respondida,SCM,1
4001,411,1,5,16,Respondida,SCM,1
4002,461,4,11,9,Respondida,SCM,1
4003,342,4,22,7,Respondida,SCM,1
4004,729,1,19,12,Pendente,SCM,1
4005,583,4,19,2,Pendente,SCM,1
4006,114,1,19,9,Em Análise,SCM,1
4007,453,1,19,18,Respondida,SCM,1
4008,539,2,25,29,Respondida,SCM,1
4009,676,1,25,2,Respondida,SCM,1
4010,581,4,25,4,Respondida,SCM,1
4011,653,4,16,4,Em Análise,SCM,1
4012,172,4,25,9,Respondida,SCM,1
4013,288,2,21,35,Respondida,SCM,1
4014,473,5,25,9,Respondida,SCM,1
4015,52,1,5,4,Respondida,SCM,1
4016,49,5,13,4,Respondida,SCM,1
4017,695,5,25,4,Respondida,SCM,1
4018,318,1,19,7,Pendente,SCM,1
4019,36,5,25,35,Em Análise,SCM,1
4020,431,4,17,4,Pendente,SCM,1
4021,427,1,24,2,Respondida,SCM,1
4022,44,5,25,35,Respondida,SCM,1
4023,59,4,21,35,Em Análise,SCM,1
4024,407,4,13,4,Respondida,SCM,1
4025,81,5,16,35,Pendente,SCM,1
4026,288,4,16,9,Em Análise,SCM,1
4027,160,3,9,4,Respondida,SCM,1
4028,715,5,19,4,Respondida,SCM,1
4029,382,5,25,2,Respondida,SCM,1
4030,483,3,26,35,Respondida,SCM,1
4031,267,4,19,2,Respondida,SCM,1
4032,378,5,16,35,Respondida,SCM,1
4033,335,4,13,29,Em Análise,SCM,1
4034,135,4,25,9,Em Análise,SCM,1
4035,380,1,5,4,Respondida,SCM,1
4036,606,5,21,35,Respondida,SCM,1
4037,251,4,6,35,Em Análise,SCM,1
4038,96,4,15,7,Respondida,SCM,1
4039,267,1,25,4,Em Análise,SCM,1
4040,146,4,10,12,Respondida,SCM,1
4041,483,4,7,2,Pendente,SCM,1
4042,341,1,26,35,Respondida,SCM,1
4043,530,5,13,4,Pendente,SCM,1
4044,620,4,16,7,Respondida,SCM,1
4045,726,5,21,9,Respondida,SCM,1
4046,690,5,14,4,Pendente,SCM,1
4047,363,5,25,35,Pendente,SCM,1
4048,511,1,12,9,Respondida,SCM,1
4049,582,3,22,35,Respondida,SCM,1
4050,203,4,19,7,Respondida,SCM,1
4051,148,2,19,4,Respondida,SCM,1
4052,643,1,15,4,Respondida,SCM,1
4053,693,5,19,7,Respondida,SCM,1
4054,469,4,6,4,Respondida,SCM,1
4055,550,4,19,34,Pendente,SCM,1
4056,249,2,17,12,Respondida,SCM,1
4057,273,4,21,4,Respondida,SCM,1
4058,714,5,1,12,Respondida,SCM,1
4059,347,1,4,12,Respondida,SCM,1
4060,418,2,27,9,Pendente,SCM,1
4061,348,5,17,35,Pendente,SCM,1
4062,253,5,8,9,Respondida,SCM,1
4063,457,1,26,35,Respondida,SCM,1
4064,13,5,15,12,Respondida,SCM,1
4065,47,2,6,35,Respondida,SCM,1
4066,144,1,16,4,Pendente,SCM,1
4067,349,5,17,9,Em Análise,SCM,1
4068,55,1,17,9,Respondida,SCM,1
4069,175,5,15,35,Pendente,SCM,1
4070,194,5,13,18,Respondida,SCM,1
4071,120,4,5,9,Em Análise,SCM,1
4072,386,4,8,35,Respondida,SCM,1
4073,459,1,16,9,Respondida,SCM,1
4074,190,1,25,7,Respondida,SCM,1
4075,32,4,24,7,Respondida,SCM,1
4076,549,4,13,8,Respondida,SCM,1
4077,528,4,5,35,Respondida,SCM,1
4078,478,4,8,4,Respondida,SCM,1
4079,481,4,19,7,Respondida,SCM,1
4080,651,1,18,35,Pendente,SCM,1
4081,663,1,19,9,Respondida,SCM,1
4082,726,1,5,4,Respondida,SCM,1
4083,120,4,20,9,Respondida,SCM,1
4084,557,1,24,7,Pendente,SCM,1
4085,187,4,4,4,Respondida,SCM,1
4086,424,1,13,35,Respondida,SCM,1
4087,501,5,13,12,Respondida,SCM,1
4088,208,1,24,35,Respondida,SCM,1
4089,544,1,17,4,Respondida,SCM,1
4090,541,4,19,10,Respondida,SCM,1
4091,198,4,24,35,Respondida,SCM,1
4092,495,5,16,9,Respondida,SCM,1
4093,1,4,5,7,Respondida,SCM,1
4094,137,2,25,4,Respondida,SCM,1
4095,540,4,9,35,Respondida,SCM,1
4096,186,4,2,4,Respondida,SCM,1
4097,556,5,25,17,Respondida,SCM,1
4098,204,4,6,4,Pendente,SCM,1
4099,320,2,16,35,Respondida,SCM,1
4100,73,5,21,4,Respondida,SCM,1
4101,674,6,5,20,Respondida,SCM,1
4102,596,1,25,9,Pendente,SCM,1
4103,127,5,15,7,Respondida,SCM,1
4104,326,1,24,6,Respondida,SCM,1
4105,367,4,25,35,Respondida,SCM,1
4106,128,5,5,9,Respondida,SCM,1
4107,401,2,25,4,Em Análise,SCM,1
4108,449,5,19,35,Em Análise,SCM,1
4109,317,1,24,2,Respondida,SCM,1
4110,534,4,10,7,Respondida,SCM,1
4111,472,1,25,2,Pendente,SCM,1
4112,445,1,1,2,Pendente,SCM,1
4113,90,4,25,2,Respondida,SCM,1
4114,703,1,5,2,Respondida,SCM,1
4115,679,4,17,35,Respondida,SCM,1
4116,101,2,21,2,Em Análise,SCM,1
4117,264,5,19,9,Em Análise,SCM,1
4118,247,1,17,35,Respondida,SCM,1
4119,365,5,17,29,Pendente,SCM,1
4120,465,2,16,9,Em Análise,SCM,1
4121,484,5,25,2,Pendente,SCM,1
4122,175,1,7,9,Pendente,SCM,1
4123,138,2,19,29,Respondida,SCM,1
4124,478,5,4,9,Pendente,SCM,1
4125,187,2,5,35,Respondida,SCM,1
4126,507,5,21,35,Em Análise,SCM,1
4127,419,4,25,2,Respondida,SCM,1
4128,579,3,19,35,Respondida,SCM,1
4129,258,1,13,9,Respondida,SCM,1
4130,86,4,15,7,Em Análise,SCM,1
4131,93,4,9,35,Respondida,SCM,1
4132,458,4,14,35,Respondida,SCM,1
4133,694,5,12,35,Respondida,SCM,1
4134,725,4,18,9,Respondida,SCM,1
4135,637,4,24,35,Respondida,SCM,1
4136,437,5,21,29,Respondida,SCM,1
4137,382,4,25,10,Em Análise,SCM,1
4138,2,1,10,4,Respondida,SCM,1
4139,506,4,19,35,Respondida,SCM,1
4140,359,1,25,9,Respondida,SCM,1
4141,696,4,25,35,Respondida,SCM,1
4142,497,4,25,4,Respondida,SCM,1
4143,40,5,9,2,Respondida,SCM,1
4144,727,1,11,12,Respondida,SCM,1
4145,448,4,16,9,Respondida,SCM,1
4146,368,4,19,12,Respondida,SCM,1
4147,651,5,13,7,Respondida,SCM,1
4148,328,1,19,4,Em Análise,SCM,1
4149,293,4,25,35,Respondida,SCM,1
4150,112,4,22,4,Em Análise,SCM,1
4151,322,5,25,4,Pendente,SCM,1
4152,186,4,17,7,Respondida,SCM,1
4153,615,1,8,35,Respondida,SCM,1
4154,91,3,21,12,Pendente,SCM,1
4155,51,4,25,35,Respondida,SCM,1
4156,263,4,25,4,Respondida,SCM,1
4157,73,4,25,12,Respondida,SCM,1
4158,308,1,25,35,Respondida,SCM,1
4159,294,2,16,9,Respondida,SCM,1
4160,589,4,23,9,Em Análise,SCM,1
4161,346,4,7,35,Pendente,SCM,1
4162,614,1,5,4,Respondida,SCM,1
4163,447,4,19,35,Respondida,SCM,1
4164,639,4,25,2,Em Análise,SCM,1
4165,31,1,6,35,Respondida,SCM,1
4166,640,1,17,4,Respondida,SCM,1
4167,190,1,25,18,Respondida,SCM,1
4168,454,4,25,35,Em Análise,SCM,1
4169,404,4,19,9,Respondida,SCM,1
4170,419,1,25,4,Respondida,SCM,1
4171,73,4,5,9,Respondida,SCM,1
4172,543,1,25,35,Respondida,SCM,1
4173,588,1,5,35,Pendente,SCM,1
4174,192,1,5,4,Pendente,SCM,1
4175,654,1,16,35,Pendente,SCM,1
4176,257,1,5,35,Respondida,SCM,1
4177,511,4,1,35,Respondida,SCM,1
4178,494,4,22,2,Respondida,SCM,1
4179,644,4,25,35,Pendente,SCM,1
4180,682,5,20,4,Respondida,SCM,1
4181,347,5,2,35,Em Análise,SCM,1
4182,647,4,13,9,Respondida,SCM,1
4183,696,1,16,2,Em Análise,SCM,1
4184,685,1,25,12,Pendente,SCM,1
4185,328,2,5,2,Em Análise,SCM,1
4186,58,1,21,9,Pendente,SCM,1
4187,264,4,26,4,Respondida,SCM,1
4188,29,2,16,9,Pendente,SCM,1
4189,222,4,5,35,Respondida,SCM,1
4190,465,5,19,7,Respondida,SCM,1
4191,253,1,10,35,Respondida,SCM,1
4192,294,2,26,7,Respondida,SCM,1
4193,698,4,17,12,Respondida,SCM,1
4194,244,4,19,35,Respondida,SCM,1
4195,495,4,18,35,Respondida,SCM,1
4196,639,5,20,4,Respondida,SCM,1
4197,69,3,7,12,Respondida,SCM,1
4198,171,1,25,4,Respondida,SCM,1
4199,390,1,8,35,Respondida,SCM,1
4200,136,2,8,7,Respondida,SCM,1
4201,111,4,14,9,Em Análise,SCM,1
4202,207,1,13,35,Respondida,SCM,1
4203,80,5,6,7,Respondida,SCM,1
4204,25,2,14,7,Respondida,SCM,1
4205,290,1,19,4,Respondida,SCM,1
4206,270,5,17,7,Respondida,SCM,1
4207,565,4,8,9,Em Análise,SCM,1
4208,502,5,5,35,Pendente,SCM,1
4209,21,5,17,9,Respondida,SCM,1
4210,14,5,19,35,Respondida,SCM,1
4211,396,4,25,4,Respondida,SCM,1
4212,348,1,25,4,Respondida,SCM,1
4213,200,4,5,4,Respondida,SCM,1
4214,384,5,17,35,Respondida,SCM,1
4215,421,4,9,12,Respondida,SCM,1
4216,689,4,25,9,Respondida,SCM,1
4217,245,5,19,9,Respondida,SCM,1
4218,463,5,17,29,Respondida,SCM,1
4219,518,5,16,35,Respondida,SCM,1
4220,405,4,25,4,Respondida,SCM,1
4221,182,4,10,35,Pendente,SCM,1
4222,641,4,6,4,Respondida,SCM,1
4223,43,5,5,35,Pendente,SCM,1
4224,701,4,19,4,Respondida,SCM,1
4225,721,5,21,4,Respondida,SCM,1
4226,106,2,10,4,Respondida,SCM,1
4227,385,5,13,2,Respondida,SCM,1
4228,451,1,19,4,Pendente,SCM,1
4229,711,1,25,35,Respondida,SCM,1
4230,192,4,6,2,Pendente,SCM,1
4231,269,5,7,35,Respondida,SCM,1
4232,329,4,19,12,Respondida,SCM,1
4233,282,4,2,35,Respondida,SCM,1
4234,725,4,25,7,Respondida,SCM,1
4235,553,1,19,35,Em Análise,SCM,1
4236,77,2,25,4,Respondida,SCM,1
4237,703,4,20,9,Respondida,SCM,1
4238,651,4,25,4,Pendente,SCM,1
4239,578,5,25,35,Pendente,SCM,1
4240,562,4,25,9,Respondida,SCM,1
4241,179,1,25,7,Respondida,SCM,1
4242,135,5,6,4,Respondida,SCM,1
4243,220,2,21,35,Pendente,SCM,1
4244,67,4,21,29,Respondida,SCM,1
4245,282,4,19,9,Respondida,SCM,1
4246,702,4,25,26,Pendente,SCM,1
4247,508,4,13,9,Respondida,SCM,1
4248,198,5,21,9,Respondida,SCM,1
4249,193,4,26,35,Respondida,SCM,1
4250,250,5,16,9,Respondida,SCM,1
4251,431,1,11,9,Respondida,SCM,1
4252,432,4,6,4,Respondida,SCM,1
4253,494,5,19,4,Respondida,SCM,1
4254,600,1,4,4,Pendente,SCM,1
4255,308,2,15,29,Respondida,SCM,1
